,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Net Inc Before Extra Items,,,-47738.0,-38268.0,-49334.0,-36038.0,Income Statement
Total Net Income,,,-47738.0,-38268.0,-49334.0,-36038.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-47738.0,-38268.0,-49334.0,-36038.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-47738.0,-38268.0,-49334.0,-36038.0,Income Statement
Basic/Primary Weighted Average Shares,,,141402.0,143027.0,144782.0,146021.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.34,-0.27,-0.34,-0.25,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.34,-0.27,-0.34,-0.25,Income Statement
Diluted Weighted Average Shares,,,141402.0,143027.0,144782.0,146021.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.34,-0.27,-0.34,-0.25,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.34,-0.27,-0.34,-0.25,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,0.0,,,,Income Statement
"Depreciat/Amort, Suppl",,,3612.0,3539.0,3779.0,4223.0,Income Statement
Total Special Items,,,,1886.0,2304.0,1029.0,Income Statement
Normalzd Income Before Tax,,,-47492.0,-35374.0,-45867.0,-33995.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,660.0,806.0,360.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,246.0,1668.0,1969.0,1374.0,Income Statement
Normalized Income After Tax,,,-47738.0,-37042.0,-47836.0,-35369.0,Income Statement
Normalzd Inc Avail to Common,,,-47738.0,-37042.0,-47836.0,-35369.0,Income Statement
Basic Normalized EPS,,,-0.34,-0.26,-0.33,-0.24,Income Statement
Diluted Normalized EPS,,,-0.34,-0.26,-0.33,-0.24,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-145.0,-38.0,-88.0,-124.0,Cash Flow
Depreciation/Depletion,,,15.0,4.0,9.0,14.0,Cash Flow
Unusual Items,,,1.0,1.0,6.0,7.0,Cash Flow
Other Non-Cash Items,,,91.0,24.0,50.0,77.0,Cash Flow
Non-Cash Items,,,91.0,25.0,56.0,84.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,3.0,1.0,1.0,3.0,Cash Flow
"Cash Interest Pd, Suppl",,,0.0,,,,Cash Flow
Accounts Receivable,,,6.0,-20.0,-23.0,-21.0,Cash Flow
Prepaid Expenses,,,-6.0,-11.0,-14.0,-19.0,Cash Flow
Other Assets,,,5.0,1.0,3.0,4.0,Cash Flow
Accounts Payable,,,16.0,-7.0,4.0,18.0,Cash Flow
Accrued Expenses,,,1.0,-3.0,-4.0,-9.0,Cash Flow
Changes in Working Capital,,,41.0,-29.0,-15.0,-7.0,Cash Flow
Total Cash from Operations,,,2.0,-38.0,-37.0,-33.0,Cash Flow
Purchase of Fixed Assets,,,-3.0,0.0,-1.0,-1.0,Cash Flow
Purchase/Acq of Intangibles,,,,-1.0,-1.0,-1.0,Cash Flow
Software Development Costs,,,-12.0,-4.0,-7.0,-10.0,Cash Flow
Capital Expenditures,,,-15.0,-5.0,-9.0,-13.0,Cash Flow
Sale/Maturity of Investment,,,205.0,0.0,15.0,165.0,Cash Flow
Purchase of Investments,,,-242.0,-181.0,-181.0,-288.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-37.0,-181.0,-166.0,-123.0,Cash Flow
Total Cash from Investing,,,-52.0,-185.0,-174.0,-135.0,Cash Flow
Financing Cash Flow Items,,,-13.0,-3.0,-5.0,-7.0,Cash Flow
"Common Stock, Net",,,525.0,,0.0,0.0,Cash Flow
Options Exercised,,,38.0,7.0,16.0,19.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,563.0,7.0,16.0,19.0,Cash Flow
Total Cash From Financing,,,550.0,4.0,11.0,12.0,Cash Flow
Net Change in Cash,,,500.0,-219.0,-201.0,-156.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,82.0,583.0,583.0,583.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,583.0,363.0,382.0,427.0,Cash Flow
"Depreciation, Supplemental",,,15.0,4.0,9.0,14.0,Cash Flow
Free Cash Flow,,,-13.0,-43.0,-46.0,-46.0,
FCF Growth,,,,2.3076923076923075,0.06976744186046502,0.0,
